id,State (group),Charge (group),file matches parameter,Region,Charge/Gender,Country,File,File by parameter,State,Title 1,Year,Year1,All state count,Count,Per state count,state %,FromYear
60,UT,Religion,True,West,Religion,US,State Receipts,State Receipts,UT,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,22,22,0.007694998,2018
61,TX,Retaliation,True,South,Retaliation (All Statutes),US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,4228,4228,0.107130188,2018
62,MP,GINA,True,Territories/Armed Forces,GINA,US,State Receipts,State Receipts,MP,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,0,0,0.0,2018
63,PA,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,PA,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,2452,2452,0.062129428,2018
64,CT,Retaliation,True,Northeast,Retaliation (All Statutes),US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,79,79,0.002001723,2018
65,HI,EPA,True,West,Equal Pay Act,US,State Receipts,State Receipts,HI,EEOC Charge Receipts by State,FY 2018 EPA,1/1/2018,1066,4,4,0.003752345,2018
66,MH,Race,True,Territories/Armed Forces,Race,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2018 Race,1/1/2018,24598,0,0,0.0,2018
67,SD,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,30,30,0.000760148,2018
68,VT,GINA,True,Northeast,GINA,US,State Receipts,State Receipts,VT,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,0,0,0.0,2018
69,NV,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,344,344,0.011259123,2018
70,MD,Sex,True,South,Sex,US,State Receipts,State Receipts,MD,EEOC Charge Receipts by State,FY 2018 Sex,1/1/2018,24652,565,565,0.022919033,2018
71,PR,Disability Based,True,Territories/Armed Forces,Disability,US,State Receipts,State Receipts,PR,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,138,138,0.005598377,2018
72,MS,Retaliation,True,South,Retaliation (All Statutes),US,State Receipts,State Receipts,MS,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,677,677,0.017154006,2018
73,MA,GINA,True,Northeast,GINA,US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,4,4,0.018181818,2018
74,CT,TVII Retaliation,True,Northeast,Retaliation (TVII),US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,55,55,0.001800151,2018
75,VI,Race,True,Territories/Armed Forces,Race,US,State Receipts,State Receipts,VI,EEOC Charge Receipts by State,FY 2018 Race,1/1/2018,24598,1,1,4.065371168e-05,2018
76,ID,Race,True,West,Race,US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2018 Race,1/1/2018,24598,3,3,0.000121961,2018
77,LA,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,LA,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,57,57,0.008023649,2018
78,MN,Race,True,Midwest,Race,US,State Receipts,State Receipts,MN,EEOC Charge Receipts by State,FY 2018 Race,1/1/2018,24598,258,258,0.010488658,2018
79,WA,GINA,True,West,GINA,US,State Receipts,State Receipts,WA,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,4,4,0.018181818,2018
80,PA,Religion,True,Northeast,Religion,US,State Receipts,State Receipts,PA,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,168,168,0.058761805,2018
81,RI,National Origin Based,True,Northeast,National Origin,US,State Receipts,State Receipts,RI,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,5,5,0.000703829,2018
82,NV,Color Based,True,West,Color,US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2018 Color,1/1/2018,3166,51,51,0.016108654,2018
83,GU,Religion,True,Territories/Armed Forces,Religion,US,State Receipts,State Receipts,GU,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,2,2,0.000699545,2018
84,SC,GINA,True,South,GINA,US,State Receipts,State Receipts,SC,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,2,2,0.009090909,2018
85,MN,EPA,True,Midwest,Equal Pay Act,US,State Receipts,State Receipts,MN,EEOC Charge Receipts by State,FY 2018 EPA,1/1/2018,1066,19,19,0.01782364,2018
86,FL,Age Based,True,South,Age,US,State Receipts,State Receipts,FL,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,1256,1256,0.074284362,2018
87,WA,National Origin Based,True,West,National Origin,US,State Receipts,State Receipts,WA,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,143,143,0.020129505,2018
88,KS,Color Based,True,Midwest,Color,US,State Receipts,State Receipts,KS,EEOC Charge Receipts by State,FY 2018 Color,1/1/2018,3166,74,74,0.023373342,2018
89,MI,Color Based,True,Midwest,Color,US,State Receipts,State Receipts,MI,EEOC Charge Receipts by State,FY 2018 Color,1/1/2018,3166,36,36,0.011370815,2018
90,GU,Disability Based,True,Territories/Armed Forces,Disability,US,State Receipts,State Receipts,GU,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,5,5,0.00020284,2018
91,MI,Age Based,True,Midwest,Age,US,State Receipts,State Receipts,MI,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,529,529,0.031286965,2018
92,AS,Religion,True,Territories/Armed Forces,Religion,US,State Receipts,State Receipts,AS,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,0,0,0.0,2018
93,IN,Color Based,True,Midwest,Color,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2018 Color,1/1/2018,3166,87,87,0.027479469,2018
94,OR,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,OR,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,55,55,0.001800151,2018
95,NC,Age Based,True,South,Age,US,State Receipts,State Receipts,NC,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,758,758,0.044830849,2018
96,FM,GINA,True,Territories/Armed Forces,GINA,US,State Receipts,State Receipts,FM,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,0,0,0.0,2018
97,AS,Sex,True,Territories/Armed Forces,Sex,US,State Receipts,State Receipts,AS,EEOC Charge Receipts by State,FY 2018 Sex,1/1/2018,24652,2,2,8.112932014e-05,2018
98,NE,GINA,True,Midwest,GINA,US,State Receipts,State Receipts,NE,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,3,3,0.013636364,2018
99,ID,National Origin Based,True,West,National Origin,US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,2,2,0.000281532,2018
100,PW,National Origin Based,True,Territories/Armed Forces,National Origin,US,State Receipts,State Receipts,PW,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,0,0,0.0,2018
101,FM,Religion,True,Territories/Armed Forces,Religion,US,State Receipts,State Receipts,FM,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,0,0,0.0,2018
102,OR,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,OR,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,76,76,0.001925708,2018
103,MA,Race,True,Northeast,Race,US,State Receipts,State Receipts,MA,EEOC Charge Receipts by State,FY 2018 Race,1/1/2018,24598,107,107,0.004349947,2018
104,MS,Race,True,South,Race,US,State Receipts,State Receipts,MS,EEOC Charge Receipts by State,FY 2018 Race,1/1/2018,24598,683,683,0.027766485,2018
105,AL,Color Based,True,South,Color,US,State Receipts,State Receipts,AL,EEOC Charge Receipts by State,FY 2018 Color,1/1/2018,3166,99,99,0.031269741,2018
106,CO,GINA,True,West,GINA,US,State Receipts,State Receipts,CO,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,1,1,0.004545455,2018
107,MN,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,MN,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,474,474,0.012010338,2018
108,ND,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,ND,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,7,7,0.00098536,2018
109,NV,Sex,True,West,Sex,US,State Receipts,State Receipts,NV,EEOC Charge Receipts by State,FY 2018 Sex,1/1/2018,24652,264,264,0.01070907,2018
110,CT,Religion,True,Northeast,Religion,US,State Receipts,State Receipts,CT,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,5,5,0.001748863,2018
111,VA,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,VA,EEOC Charge Receipts by State,FY 2018 EPA,1/1/2018,1066,46,46,0.04315197,2018
112,WQ,Color Based,True,Territories/Armed Forces,Color,US,State Receipts,State Receipts,WQ,EEOC Charge Receipts by State,FY 2018 Color,1/1/2018,3166,0,0,0.0,2018
113,LA,Race,True,South,Race,US,State Receipts,State Receipts,LA,EEOC Charge Receipts by State,FY 2018 Race,1/1/2018,24598,502,502,0.020408163,2018
114,AL,Race,True,South,Race,US,State Receipts,State Receipts,AL,EEOC Charge Receipts by State,FY 2018 Race,1/1/2018,24598,1187,1187,0.048255956,2018
115,DE,Age Based,True,Northeast,Age,US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,40,40,0.002365744,2018
116,WI,EPA,True,Midwest,Equal Pay Act,US,State Receipts,State Receipts,WI,EEOC Charge Receipts by State,FY 2018 EPA,1/1/2018,1066,14,14,0.013133208,2018
117,NC,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,NC,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,280,280,0.039414414,2018
118,WY,Religion,True,West,Religion,US,State Receipts,State Receipts,WY,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,3,3,0.001049318,2018
119,NE,Age Based,True,Midwest,Age,US,State Receipts,State Receipts,NE,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,34,34,0.002010882,2018
120,CO,Religion,True,West,Religion,US,State Receipts,State Receipts,CO,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,67,67,0.023434767,2018
121,ID,EPA,True,West,Equal Pay Act,US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2018 EPA,1/1/2018,1066,1,1,0.000938086,2018
122,CA,Religion,True,West,Religion,US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,170,170,0.05946135,2018
123,MP,Disability Based,True,Territories/Armed Forces,Disability,US,State Receipts,State Receipts,MP,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,3,3,0.000121704,2018
124,CO,Sex,True,West,Sex,US,State Receipts,State Receipts,CO,EEOC Charge Receipts by State,FY 2018 Sex,1/1/2018,24652,506,506,0.020525718,2018
125,AL,Disability Based,True,South,Disability,US,State Receipts,State Receipts,AL,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,611,611,0.024787018,2018
126,PW,EPA,True,Territories/Armed Forces,Equal Pay Act,US,State Receipts,State Receipts,PW,EEOC Charge Receipts by State,FY 2018 EPA,1/1/2018,1066,0,0,0.0,2018
127,OH,Disability Based,True,Midwest,Disability,US,State Receipts,State Receipts,OH,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,789,789,0.032008114,2018
128,UT,Race,True,West,Race,US,State Receipts,State Receipts,UT,EEOC Charge Receipts by State,FY 2018 Race,1/1/2018,24598,41,41,0.001666802,2018
129,IN,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,144,144,0.02027027,2018
130,IA,Age Based,True,Midwest,Age,US,State Receipts,State Receipts,IA,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,29,29,0.001715164,2018
131,TX,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,TX,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,3217,3217,0.105292443,2018
132,AR,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2018 EPA,1/1/2018,1066,11,11,0.010318949,2018
133,AR,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,335,335,0.010964553,2018
134,NY,National Origin Based,True,Northeast,National Origin,US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,492,492,0.069256757,2018
135,VT,Age Based,True,Northeast,Age,US,State Receipts,State Receipts,VT,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,9,9,0.000532292,2018
136,GA,EPA,True,South,Equal Pay Act,US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2018 EPA,1/1/2018,1066,71,71,0.066604128,2018
137,IN,Age Based,True,Midwest,Age,US,State Receipts,State Receipts,IN,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,411,411,0.02430802,2018
138,TN,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,TN,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,938,938,0.03070075,2018
139,ND,Religion,True,Midwest,Religion,US,State Receipts,State Receipts,ND,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,3,3,0.001049318,2018
140,RI,TVII Retaliation,True,Northeast,Retaliation (TVII),US,State Receipts,State Receipts,RI,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,13,13,0.00042549,2018
141,SD,Color Based,True,Midwest,Color,US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2018 Color,1/1/2018,3166,3,3,0.000947568,2018
142,KS,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,KS,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,458,458,0.011604926,2018
143,NM,Age Based,True,West,Age,US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,137,137,0.008102673,2018
144,SD,Disability Based,True,Midwest,Disability,US,State Receipts,State Receipts,SD,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,16,16,0.000649087,2018
145,GA,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,GA,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,337,337,0.047438063,2018
146,MP,Retaliation,True,Territories/Armed Forces,Retaliation (All Statutes),US,State Receipts,State Receipts,MP,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,6,6,0.00015203,2018
147,CA,GINA,True,West,GINA,US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,13,13,0.059090909,2018
148,MO,National Origin Based,True,Midwest,National Origin,US,State Receipts,State Receipts,MO,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,67,67,0.009431306,2018
149,WI,Sex,True,Midwest,Sex,US,State Receipts,State Receipts,WI,EEOC Charge Receipts by State,FY 2018 Sex,1/1/2018,24652,271,271,0.010993023,2018
150,IL,Retaliation,True,Midwest,Retaliation (All Statutes),US,State Receipts,State Receipts,IL,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,2551,2551,0.064637916,2018
151,AZ,Disability Based,True,West,Disability,US,State Receipts,State Receipts,AZ,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,613,613,0.024868154,2018
152,MH,National Origin Based,True,Territories/Armed Forces,National Origin,US,State Receipts,State Receipts,MH,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,0,0,0.0,2018
153,KS,Disability Based,True,Midwest,Disability,US,State Receipts,State Receipts,KS,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,218,218,0.008843813,2018
154,ND,GINA,True,Midwest,GINA,US,State Receipts,State Receipts,ND,EEOC Charge Receipts by State,FY 2018 GINA,1/1/2018,220,0,0,0.0,2018
155,WY,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,WY,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,5,5,0.00016365,2018
156,KY,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,KY,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,223,223,0.007298792,2018
157,MT,EPA,True,West,Equal Pay Act,US,State Receipts,State Receipts,MT,EEOC Charge Receipts by State,FY 2018 EPA,1/1/2018,1066,0,0,0.0,2018
158,CA,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,2183,2183,0.055313434,2018
159,OK,Disability Based,True,South,Disability,US,State Receipts,State Receipts,OK,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,350,350,0.014198783,2018
160,NC,TVII Retaliation,True,South,Retaliation (TVII),US,State Receipts,State Receipts,NC,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,1477,1477,0.048342225,2018
161,HI,Retaliation,True,West,Retaliation (All Statutes),US,State Receipts,State Receipts,HI,EEOC Charge Receipts by State,FY 2018 Retaliation All Statutes,1/1/2018,39466,141,141,0.003572695,2018
162,CA,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,CA,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,1622,1622,0.053088076,2018
163,NM,Religion,True,West,Religion,US,State Receipts,State Receipts,NM,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,17,17,0.005946135,2018
164,GU,Sex,True,Territories/Armed Forces,Sex,US,State Receipts,State Receipts,GU,EEOC Charge Receipts by State,FY 2018 Sex,1/1/2018,24652,8,8,0.000324517,2018
165,OK,National Origin Based,True,South,National Origin,US,State Receipts,State Receipts,OK,EEOC Charge Receipts by State,FY 2018 National Origin,1/1/2018,7104,60,60,0.008445946,2018
166,NY,Age Based,True,Northeast,Age,US,State Receipts,State Receipts,NY,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,806,806,0.047669742,2018
167,VA,Age Based,True,South,Age,US,State Receipts,State Receipts,VA,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,534,534,0.031582683,2018
168,ID,Religion,True,West,Religion,US,State Receipts,State Receipts,ID,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,0,0,0.0,2018
169,WA,TVII Retaliation,True,West,Retaliation (TVII),US,State Receipts,State Receipts,WA,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,457,457,0.014957615,2018
170,ND,Disability Based,True,Midwest,Disability,US,State Receipts,State Receipts,ND,EEOC Charge Receipts by State,FY 2018 Disability,1/1/2018,24650,29,29,0.001176471,2018
171,AR,Religion,True,South,Religion,US,State Receipts,State Receipts,AR,EEOC Charge Receipts by State,FY 2018 Religion,1/1/2018,2859,36,36,0.012591815,2018
172,WI,Age Based,True,Midwest,Age,US,State Receipts,State Receipts,WI,EEOC Charge Receipts by State,FY 2018 Age,1/1/2018,16908,194,194,0.011473859,2018
173,DE,TVII Retaliation,True,Northeast,Retaliation (TVII),US,State Receipts,State Receipts,DE,EEOC Charge Receipts by State,FY 2018 TVII Retaliation  Statutes,1/1/2018,30553,65,65,0.002127451,2018
